BPLP - 1 Digit Level,Oceania and Antarctica,North-West Europe,Southern and Eastern Europe,North Africa and the Middle East,South-East Asia,North-East Asia,Southern and Central Asia,Americas,Sub-Saharan Africa,Supplementary codes,Not stated,Total
"5455, SA",54,0,0,0,0,0,0,0,0,0,0,57
"5460, SA",641,50,3,0,0,0,8,0,0,0,48,745
"5461, SA",2144,138,10,0,61,0,3,8,9,0,177,2552
"5462, SA",475,20,0,0,3,0,0,0,0,0,17,517
"5464, SA",530,34,0,0,7,0,0,4,0,0,57,638
"5470, SA",125,9,0,0,0,0,0,0,0,0,4,140
"5471, SA",78,8,0,0,0,0,0,0,0,0,3,86
"5472, SA",141,10,0,0,0,0,0,0,0,0,10,163
"5473, SA",628,39,7,0,3,7,0,0,4,0,67,756
"5480, SA",671,45,5,0,4,0,4,3,3,0,40,774
"5481, SA",487,38,0,0,0,0,0,0,0,0,29,558
"5482, SA",457,13,0,0,0,0,0,0,8,0,40,521
"5483, SA",300,10,0,0,0,0,0,0,0,0,32,341
"5485, SA",497,24,0,0,0,3,0,0,0,0,56,586
"5490, SA",147,13,0,0,0,0,0,0,0,0,19,177
"5491, SA",1585,71,4,0,4,3,7,0,8,0,132,1817
"5493, SA",71,10,0,0,0,0,0,4,0,0,4,89
"5495, SA",456,45,10,0,4,7,3,0,0,0,68,592
"5501, SA",5776,648,135,4,90,10,16,15,24,0,604,7321
"5502, SA",1283,109,8,6,21,0,4,0,0,0,101,1545
"5510, SA",86,7,0,0,4,0,0,0,0,0,11,111
"5520, SA",519,28,7,0,0,0,5,0,0,0,26,589
"5521, SA",131,15,0,0,0,0,0,0,0,0,4,147
"5522, SA",1175,108,0,0,3,4,0,5,3,0,129,1426
"5523, SA",1692,95,0,0,5,0,7,4,0,0,124,1935
"5540, SA",13190,535,211,14,147,12,77,35,87,0,1042,15347
"5550, SA",723,48,6,0,50,21,10,0,0,0,47,913
"5552, SA",315,15,0,0,3,0,0,0,5,0,41,387
"5554, SA",4379,235,15,0,18,4,22,4,11,0,534,5234
"5555, SA",421,30,0,0,3,0,0,0,0,0,45,502
"5556, SA",3362,212,46,0,16,3,20,3,23,0,357,4040
"5558, SA",3876,440,45,3,16,13,19,3,16,0,397,4828
"5560, SA",409,16,0,0,5,0,0,0,0,0,36,469
"5570, SA",421,40,10,0,4,0,0,0,0,0,73,537
"5571, SA",1565,138,9,0,17,0,3,5,0,0,112,1847
"5572, SA",130,3,0,0,0,0,0,0,0,0,12,147
"5573, SA",1786,109,6,0,3,0,9,4,3,0,119,2043
"5575, SA",1955,155,11,0,11,3,10,4,0,0,187,2334
"5576, SA",919,78,5,0,8,0,7,8,5,0,53,1076
"5577, SA",448,37,0,0,4,0,4,0,4,0,30,528
"5580, SA",308,16,0,0,0,0,0,4,0,0,19,348
"5581, SA",461,57,0,0,3,0,0,0,0,0,17,541
"5582, SA",541,52,7,0,5,0,0,0,0,0,45,647
"5583, SA",624,82,18,0,9,0,0,0,3,0,56,787
"5600, SA",4773,703,132,9,67,13,67,18,87,6,326,6207
"5601, SA",375,43,3,0,0,0,0,0,6,0,38,468
"5602, SA",1146,48,0,0,0,0,0,0,7,0,142,1346
"5603, SA",397,13,0,0,3,0,0,6,0,0,25,444
"5604, SA",171,16,0,0,0,0,0,0,0,0,9,197
"5605, SA",1473,72,8,0,0,0,0,4,10,0,127,1688
"5606, SA",11883,593,142,11,148,28,45,50,42,4,1185,14129
"5607, SA",4249,208,15,0,26,4,5,13,20,0,381,4918
"5608, SA",9788,1581,207,18,285,26,65,26,96,3,1262,13353
"5609, SA",1454,260,10,0,10,5,22,13,66,0,105,1949
"5630, SA",122,0,0,0,0,0,0,0,0,0,16,136
"5631, SA",939,33,0,0,0,0,0,0,6,0,70,1045
"5632, SA",228,3,0,0,0,0,0,0,0,0,22,253
"5633, SA",282,6,0,0,0,4,0,0,0,0,26,320
"5640, SA",902,26,3,0,0,0,4,4,4,0,79,1015
"5641, SA",911,18,0,0,0,0,14,0,9,0,75,1021
"5642, SA",213,7,0,0,0,0,0,0,0,0,29,252
"5650, SA",153,0,0,0,0,0,0,0,0,0,17,175
"5651, SA",67,0,0,0,0,0,0,0,0,0,3,76
"5652, SA",647,15,3,0,10,0,0,0,0,0,55,727
"5653, SA",72,4,0,0,0,0,0,0,0,0,5,79
"5654, SA",207,12,0,0,0,0,0,0,0,0,22,241
"5655, SA",91,0,0,0,0,0,0,0,0,0,11,102
"5660, SA",41,0,0,0,0,0,0,0,0,0,0,50
"5661, SA",137,3,0,0,0,0,0,0,0,0,3,151
"5670, SA",421,19,5,0,3,0,0,0,0,0,35,484
"5671, SA",149,6,0,0,0,0,0,0,0,0,11,165
"5680, SA",1818,55,3,0,11,0,5,7,8,0,214,2117
"5690, SA",3020,98,21,0,33,10,20,13,11,0,430,3657
"5700, SA",9241,368,70,10,73,32,142,16,32,0,1151,11132
"5701, SA",10,0,0,0,0,0,0,0,0,0,0,10
"5710, SA",2390,84,9,4,11,0,11,0,5,0,154,2673
"5713, SA",15,0,0,0,0,0,0,0,0,0,3,17
"5715, SA",34,0,0,0,0,0,0,0,0,0,6,40
"5717, SA",16,0,0,0,0,0,0,0,0,0,0,16
"5719, SA",38,0,0,0,0,0,0,0,0,0,7,44
"5720, SA",143,5,0,0,0,0,0,0,5,0,35,194
"5722, SA",221,25,22,0,0,0,0,3,0,0,32,311
"5723, SA",1235,113,180,0,45,11,96,13,7,0,367,2062
"5724, SA",345,10,12,0,4,3,0,0,5,0,57,436
"5725, SA",3106,114,27,9,87,4,52,27,79,4,379,3891
"5730, SA",81,6,0,0,0,0,0,0,0,0,11,100
"5731, SA",351,17,0,0,6,0,8,0,0,0,116,499
"5732, SA",186,8,0,0,0,0,0,0,0,0,5,210
"5733, SA",176,9,0,0,3,0,0,0,0,0,35,233
"5734, SA",133,0,0,0,6,0,0,0,0,0,26,169
"5950, SA",0,0,0,0,0,0,0,0,0,0,0,0
"5960, SA",0,0,0,0,0,0,0,0,0,0,0,5
"6000, WA",4281,1246,516,199,992,1142,482,520,230,6,1808,11421
"6003, WA",1436,345,152,47,237,313,85,142,73,0,674,3511
"6004, WA",3471,1275,410,276,1031,1147,622,503,254,18,1597,10600
"6005, WA",2306,681,273,132,340,396,260,273,171,10,783,5627
"6006, WA",5604,864,660,70,397,174,105,153,158,7,558,8745
"6007, WA",4301,992,254,53,253,156,165,206,169,6,572,7132
"6008, WA",8865,2243,377,165,704,520,324,426,371,7,1156,15144
"6009, WA",10569,1846,251,230,1736,1536,541,390,565,10,861,18531
"6010, WA",10984,2030,255,135,523,484,243,446,597,5,1131,16824
"6011, WA",6294,1167,98,47,143,105,66,225,248,0,614,9009
"6012, WA",5421,1156,212,65,255,213,209,209,279,0,737,8755
"6014, WA",13353,2240,418,171,707,463,1078,425,609,15,1130,20601
"6015, WA",4471,842,162,37,201,97,77,191,213,4,306,6611
"6016, WA",6256,902,442,90,369,198,782,181,204,7,595,10034
"6017, WA",1912,336,238,104,272,133,535,80,145,5,360,4121
"6018, WA",24930,4350,1072,323,1300,1070,744,624,1305,24,2268,38007
"6019, WA",14111,2928,520,122,452,275,210,841,775,8,1542,21784
"6020, WA",14498,2949,460,96,418,164,165,283,830,11,903,20789
"6021, WA",11402,1396,2304,270,993,610,907,274,575,5,1333,20059
"6022, WA",3546,525,160,53,168,75,88,55,99,0,214,4978
"6023, WA",10083,2531,334,77,317,177,155,224,863,3,512,15272
"6024, WA",9310,1775,326,77,366,201,205,153,374,8,540,13348
"6025, WA",18998,5751,683,132,650,291,281,376,1399,22,1440,30026
"6026, WA",14489,4477,366,123,478,224,239,198,965,15,772,22340
"6027, WA",23656,9722,877,556,1099,545,557,482,2103,29,2053,41675
"6028, WA",11057,6685,352,211,643,217,241,227,2021,8,781,22442
"6029, WA",2121,303,47,5,34,15,8,68,74,0,115,2789
"6030, WA",21610,8780,706,369,1130,355,648,455,2626,26,2687,39384
"6031, WA",9108,3569,211,230,733,117,535,119,1109,8,882,16623
"6032, WA",118,30,0,0,11,0,0,7,5,0,22,191
"6033, WA",265,67,17,0,28,0,4,0,4,0,53,441
"6034, WA",901,444,10,10,23,8,12,15,118,0,146,1678
"6035, WA",5128,2111,86,13,79,47,43,73,376,9,897,8868
"6036, WA",8038,3946,167,240,373,84,176,152,1058,5,1557,15796
"6037, WA",1961,528,34,10,40,21,8,17,54,3,322,2993
"6038, WA",3124,1629,81,40,165,49,95,81,427,3,569,6271
"6041, WA",973,263,31,6,18,14,6,15,21,0,171,1516
"6042, WA",60,9,0,0,0,0,0,0,0,0,9,79
"6043, WA",178,11,0,0,0,0,0,0,0,0,49,243
"6044, WA",877,125,22,0,14,55,4,7,12,0,113,1230
"6050, WA",9600,1707,692,125,593,285,323,286,346,3,1421,15381
"6051, WA",6588,1390,440,156,694,390,1188,254,438,16,1021,12581
"6052, WA",7290,1082,467,92,559,235,296,147,219,8,726,11114
"6053, WA",9519,1551,501,105,656,306,535,200,280,10,770,14435
"6054, WA",13465,1959,740,162,1095,320,650,166,368,12,1441,20378
"6055, WA",13180,1768,434,207,1245,212,1492,177,854,23,1430,21031
"6056, WA",27643,3728,1168,148,1356,306,871,261,694,18,2963,39167
"6057, WA",12364,1794,197,49,519,81,207,86,336,9,1156,16805
"6058, WA",8845,1270,172,60,530,133,472,61,300,3,849,12697
"6059, WA",13123,1672,1664,548,1952,817,1062,227,1213,17,1202,23489
"6060, WA",12751,2150,1568,476,1296,630,1442,373,986,31,1700,23398
"6061, WA",17304,2083,2250,1856,4583,1056,3099,499,2438,46,3355,38566
"6062, WA",17691,2464,2159,572,3542,1348,1665,249,971,30,1985,32670
"6063, WA",8011,832,477,387,1734,289,1069,83,526,14,936,14364
"6064, WA",17406,1980,1749,905,4638,356,1171,223,976,16,1905,31324
"6065, WA",37069,9297,1880,739,2959,820,2052,536,3816,43,2785,61999
"6066, WA",11673,1368,632,439,2084,263,692,118,560,8,876,18705
"6067, WA",31,0,0,0,0,0,0,0,0,0,7,42
"6068, WA",5,0,0,0,0,0,0,0,0,0,5,7
"6069, WA",25941,4459,554,555,1339,225,1400,351,2172,22,2377,39393
"6070, WA",2480,697,41,8,47,10,16,54,116,0,180,3654
"6071, WA",2455,561,40,6,43,7,20,33,80,3,158,3400
"6072, WA",599,125,3,0,4,3,0,7,8,0,141,898
"6073, WA",2163,519,37,6,23,20,26,37,67,3,145,3043
"6074, WA",726,155,11,3,7,0,4,12,7,0,68,993
"6076, WA",14838,3959,462,57,342,76,174,185,590,9,1251,21951
"6077, WA",991,200,46,3,56,0,10,8,23,0,82,1425
"6078, WA",597,169,28,5,28,6,8,3,20,0,73,933
"6079, WA",21,5,0,0,0,0,0,0,3,0,3,28
"6081, WA",3521,714,33,0,36,13,22,24,86,3,295,4756
"6082, WA",2472,453,17,3,33,5,10,24,40,0,162,3225
"6083, WA",2566,468,37,9,40,13,13,31,62,3,272,3516
"6084, WA",5644,1237,74,34,103,15,40,40,145,0,909,8240
"6090, WA",8,0,0,0,0,0,0,0,0,0,0,8
"6100, WA",7532,1384,416,275,1068,858,1116,296,331,14,1192,14481
"6101, WA",9208,1597,401,272,1062,835,934,249,483,8,1506,16550
"6102, WA",5691,936,304,332,1988,1097,1255,178,595,9,1297,13685
"6103, WA",5067,758,253,217,857,756,670,120,345,3,1314,10366
"6104, WA",8181,1274,298,223,1054,527,798,118,407,4,1445,14324
"6105, WA",7839,1085,383,404,1375,685,1265,132,432,13,1391,14996
"6106, WA",9,0,3,0,0,0,0,0,0,0,13,25
"6107, WA",20446,2421,800,1153,5649,2896,5480,370,1721,28,2641,43603
"6108, WA",13362,2440,296,402,2432,907,1396,154,633,18,1117,23152
"6109, WA",6558,965,246,204,1346,170,1471,63,295,7,809,12120
"6110, WA",24190,4011,421,556,3364,828,3017,237,1499,25,2709,40856
"6111, WA",15177,3524,298,120,787,124,669,171,530,15,1649,23064
"6112, WA",34643,6228,570,445,3548,819,3635,537,2424,33,3677,56557
"6121, WA",2261,363,47,3,49,16,12,23,55,0,137,2965
"6122, WA",12421,2006,96,75,356,55,619,102,696,7,983,17411
"6123, WA",1185,188,3,0,19,0,7,13,15,0,119,1554
"6124, WA",795,190,11,3,9,13,3,21,20,0,128,1193
"6125, WA",2239,486,22,4,30,6,4,15,44,0,292,3134
"6126, WA",461,73,5,0,15,3,7,5,7,0,45,622
"6147, WA",7306,1329,176,312,2489,1076,1149,115,452,7,735,15141
"6148, WA",9523,2012,296,290,1878,1046,1420,194,454,13,704,17817
"6149, WA",10896,2163,226,165,1918,1000,700,249,580,14,560,18473
"6150, WA",6892,1023,257,151,2257,802,617,170,370,7,594,13147
"6151, WA",9912,1888,396,307,913,552,496,331,495,13,1271,16576
"6152, WA",14963,2272,574,544,2181,1139,843,429,848,24,1651,25463
"6153, WA",11796,2207,462,397,1680,821,529,350,662,10,956,19865
"6154, WA",6385,1200,227,132,628,358,168,138,282,0,510,10032
"6155, WA",25387,4391,625,903,6872,4073,4684,529,2038,35,1704,51249
"6156, WA",12229,1817,428,134,500,202,159,203,333,8,882,16901
"6157, WA",9592,1696,282,68,261,115,124,210,316,7,856,13526
"6158, WA",5307,955,184,31,90,42,41,104,100,0,511,7375
"6159, WA",2197,420,70,7,38,14,9,82,98,0,397,3337
"6160, WA",4815,1316,417,44,165,85,77,191,132,8,970,8209
"6161, WA",68,21,5,0,7,4,3,4,0,0,236,338
"6162, WA",7068,1539,864,42,163,85,80,212,195,12,763,11025
"6163, WA",31005,5342,3414,479,2662,881,865,731,1208,39,3728,50360
"6164, WA",35947,5445,1818,563,3596,2017,1805,773,1992,52,3204,57214
"6165, WA",54,11,0,0,0,0,0,0,0,0,15,77
"6166, WA",6352,1094,796,31,315,48,49,102,172,4,535,9503
"6167, WA",17282,2823,459,137,1523,334,775,258,657,25,2172,26448
"6168, WA",14946,4441,514,63,760,123,222,197,367,13,2386,24025
"6169, WA",23582,6088,418,85,741,114,238,248,701,17,2441,34670
"6170, WA",7394,1095,137,100,1100,165,866,148,571,6,808,12394
"6171, WA",20877,4883,263,121,608,159,437,314,1394,11,2584,31651
"6172, WA",9601,2297,148,21,207,34,67,86,345,4,972,13779
"6173, WA",7494,3109,90,8,133,27,35,94,414,0,666,12076
"6174, WA",2722,553,36,4,46,5,15,23,96,4,276,3788
"6175, WA",2789,580,17,6,30,8,16,36,68,0,211,3747
"6176, WA",922,218,7,0,15,6,12,8,39,0,140,1372
"6180, WA",3719,845,35,12,152,20,41,38,221,4,324,5406
"6181, WA",358,77,5,0,0,0,4,8,13,0,28,485
"6182, WA",3,0,0,0,0,0,0,0,0,0,0,3
"6207, WA",789,107,0,0,23,0,3,5,15,0,93,1047
"6208, WA",8936,1392,62,8,142,21,31,74,102,3,1071,11843
"6209, WA",1483,250,10,0,16,3,10,8,19,0,146,1955
"6210, WA",47472,10336,609,237,1512,365,779,502,1568,31,4909,68312
"6211, WA",5057,1122,61,13,96,19,35,45,172,4,474,7087
"6213, WA",544,56,3,0,3,0,0,4,3,0,108,717
"6214, WA",504,44,0,0,5,0,0,3,0,0,54,614
"6215, WA",3039,366,90,6,57,3,12,16,38,3,525,4150
"6218, WA",313,35,0,0,0,3,0,0,9,0,29,398
"6220, WA",3257,333,104,8,318,87,8,11,60,0,491,4670
"6221, WA",278,21,0,0,4,0,0,0,6,0,113,421
"6223, WA",172,10,3,0,0,0,0,0,6,0,29,215
"6224, WA",919,91,25,0,10,0,0,6,16,0,84,1153
"6225, WA",7391,492,78,9,85,17,32,21,63,0,920,9108
"6226, WA",715,67,6,0,0,0,0,5,10,0,35,839
"6227, WA",654,44,0,0,3,0,0,4,27,0,66,800
"6228, WA",142,7,0,0,3,0,0,0,0,0,17,174
"6229, WA",131,23,0,0,15,0,0,0,6,0,26,192
"6230, WA",31739,3709,575,137,1047,391,557,279,1438,28,3234,43134
"6232, WA",8671,789,53,33,148,58,104,56,233,3,732,10886
"6233, WA",14740,1638,109,29,203,106,94,84,497,5,1342,18843
"6236, WA",1640,185,8,0,0,3,3,14,34,0,156,2056
"6237, WA",2026,200,18,0,17,5,4,15,45,0,154,2477
"6239, WA",3323,424,48,5,46,38,19,9,49,0,443,4407
"6240, WA",91,13,0,0,0,0,0,0,0,0,12,123
"6243, WA",49,3,0,0,0,0,0,0,0,0,6,62
"6244, WA",1168,132,6,0,6,0,0,5,10,0,124,1454
"6251, WA",266,38,9,0,3,4,0,6,0,0,55,388
"6252, WA",109,10,7,0,0,0,0,0,0,0,16,151
"6253, WA",406,96,16,0,6,0,4,7,6,0,72,613
"6254, WA",372,61,3,0,3,0,0,4,4,0,44,501
"6255, WA",2750,622,32,5,41,6,4,37,63,0,350,3915
"6256, WA",313,27,0,0,0,0,0,0,3,0,30,381
"6258, WA",5103,435,150,3,70,11,44,26,29,0,681,6567
"6260, WA",1040,120,39,0,12,22,9,7,19,0,161,1431
"6262, WA",545,89,7,0,9,4,0,6,4,0,85,740
"6271, WA",2592,297,8,0,14,28,10,22,53,0,294,3313
"6275, WA",984,180,14,0,7,8,3,7,8,0,139,1341
"6280, WA",21753,2857,152,33,366,92,220,160,395,8,2124,28160
"6281, WA",5404,851,60,5,52,61,39,82,104,0,552,7204
"6282, WA",1010,138,11,0,8,0,0,16,32,0,111,1330
"6284, WA",1686,198,14,0,14,10,0,24,36,0,267,2245
"6285, WA",6589,1027,80,17,142,138,46,169,147,0,825,9176
"6286, WA",431,79,6,0,3,5,3,9,11,0,60,601
"6288, WA",410,37,0,0,21,3,9,8,5,0,69,556
"6290, WA",1223,242,7,7,16,3,9,15,14,0,142,1675
"6302, WA",2698,376,21,0,21,0,9,17,41,0,431,3622
"6304, WA",1227,171,11,3,33,0,5,13,28,0,236,1725
"6306, WA",803,56,4,0,4,0,11,6,9,0,139,1022
"6308, WA",1233,124,19,3,4,0,0,9,11,0,184,1593
"6309, WA",194,31,0,0,0,0,0,0,0,0,44,273
"6311, WA",449,39,0,0,3,0,0,0,3,0,89,596
"6312, WA",3667,300,34,0,118,11,40,17,81,3,596,4882
"6313, WA",214,17,0,0,0,0,0,0,3,0,57,291
"6315, WA",1558,143,6,0,15,0,4,8,14,0,232,1987
"6316, WA",277,29,0,0,0,0,0,0,6,0,31,347
"6317, WA",2887,144,35,8,303,38,111,14,46,0,596,4180
"6318, WA",402,35,3,0,16,0,0,0,0,0,65,525
"6320, WA",498,24,0,0,3,0,0,3,0,0,87,620
"6321, WA",392,42,5,0,9,0,3,0,0,0,44,499
"6322, WA",170,20,0,0,0,0,0,0,0,0,32,227
"6323, WA",725,137,11,3,3,0,6,4,10,0,93,992
"6324, WA",2591,343,21,4,34,7,110,18,62,0,330,3513
"6326, WA",359,55,5,0,0,7,0,8,13,0,47,490
"6327, WA",198,30,0,0,0,0,0,0,0,0,40,273
"6328, WA",358,17,0,0,0,0,0,6,3,0,43,426
"6330, WA",27295,3774,317,56,866,135,194,249,596,8,2385,35868
"6333, WA",4017,879,36,6,48,16,23,64,130,0,627,5850
"6335, WA",600,33,3,0,42,0,0,3,8,0,84,774
"6336, WA",261,16,0,0,0,0,0,0,0,0,49,327
"6337, WA",428,20,0,0,9,0,0,0,0,0,88,549
"6338, WA",543,42,0,0,3,0,0,3,8,0,75,677
"6341, WA",238,12,0,0,0,0,0,0,0,0,42,298
"6343, WA",211,11,0,0,0,0,0,0,0,0,39,265
"6346, WA",565,65,0,0,8,0,0,8,15,0,84,737
"6348, WA",616,72,3,0,18,0,0,4,33,0,124,867
"6350, WA",242,18,6,0,3,0,0,0,0,0,31,302
"6351, WA",77,3,0,0,0,0,0,0,0,0,4,85
"6352, WA",143,11,0,0,0,0,0,0,0,0,41,194
"6353, WA",626,40,5,0,11,4,7,0,0,0,95,782
"6355, WA",359,23,0,0,0,0,0,0,13,0,37,436
"6356, WA",106,9,0,0,0,0,0,0,0,0,14,125
"6357, WA",64,4,0,0,0,0,0,0,0,0,3,76
"6358, WA",86,4,0,0,0,0,0,0,0,0,4,92
"6359, WA",344,26,14,4,5,0,0,4,5,0,46,440
"6361, WA",94,6,0,0,3,0,0,0,0,0,6,114
"6363, WA",92,0,0,0,0,0,0,0,0,0,6,104
"6365, WA",442,32,4,0,0,0,0,0,0,0,52,527
"6367, WA",288,11,3,0,9,0,9,0,10,0,27,354
"6368, WA",63,6,0,0,0,0,0,0,0,0,0,80
"6369, WA",537,42,5,0,12,0,5,0,9,0,64,667
"6370, WA",408,28,0,0,0,0,0,0,3,0,19,459
"6372, WA",81,8,0,0,0,0,0,0,0,0,26,116
"6373, WA",78,3,0,0,0,0,0,0,0,0,13,96
"6375, WA",806,44,6,0,9,4,9,5,3,0,118,1002
"6383, WA",757,50,6,0,7,3,4,0,11,0,137,984
"6384, WA",30,0,0,0,0,0,0,0,0,0,7,38
"6385, WA",15,0,0,0,0,0,0,0,0,0,5,22
"6386, WA",70,5,0,0,3,0,0,0,0,0,15,90
"6390, WA",1415,127,0,0,47,5,12,11,23,0,161,1810
"6391, WA",821,45,4,0,8,0,0,0,11,0,109,1002
"6392, WA",396,18,0,0,3,0,0,0,0,0,49,464
"6393, WA",101,4,0,0,4,0,0,0,0,0,12,114
"6394, WA",371,33,3,0,4,0,0,4,0,0,44,449
"6395, WA",1347,62,13,3,36,0,0,8,9,0,180,1655
"6396, WA",265,25,5,0,10,0,4,3,10,0,44,364
"6397, WA",73,4,0,0,0,0,0,0,0,0,19,95
"6398, WA",387,74,3,0,9,0,5,6,5,0,54,546
"6401, WA",5884,541,85,91,259,36,197,40,121,0,909,8178
"6403, WA",145,12,0,0,0,0,0,0,0,0,18,174
"6405, WA",279,21,0,0,0,0,0,0,3,0,15,319
"6407, WA",819,62,0,0,84,3,6,3,20,0,128,1142
"6409, WA",319,23,0,0,0,0,0,0,7,0,51,401
"6410, WA",840,52,11,4,11,0,8,0,8,0,116,1050
"6411, WA",94,13,0,0,3,0,0,0,0,0,9,124
"6412, WA",42,0,0,0,0,0,0,0,0,0,11,54
"6413, WA",45,7,0,0,0,0,0,0,0,0,3,49
"6414, WA",52,9,0,0,0,0,0,0,0,0,4,66
"6415, WA",2369,139,27,0,55,106,14,6,47,0,240,3008
"6418, WA",563,44,5,0,15,0,4,3,9,0,63,705
"6419, WA",41,3,0,0,3,0,0,0,0,0,3,55
"6420, WA",81,6,0,0,0,0,0,0,0,0,22,108
"6421, WA",121,8,0,0,0,0,0,0,0,0,26,156
"6422, WA",42,0,0,0,0,0,0,0,0,0,10,54
"6423, WA",160,16,0,0,3,0,0,0,0,0,27,212
"6424, WA",58,4,0,0,0,0,0,0,0,0,18,80
"6425, WA",59,6,0,0,0,0,0,0,0,0,14,88
"6426, WA",670,39,7,0,13,0,3,0,9,0,108,849
"6427, WA",56,6,0,0,5,0,0,0,0,0,26,92
"6428, WA",52,0,0,0,0,0,0,0,0,0,0,57
"6429, WA",769,36,0,0,7,0,5,5,8,0,159,988
"6430, WA",16829,947,170,82,751,229,449,123,975,7,2177,22749
"6431, WA",885,27,8,0,24,3,0,0,7,0,65,1008
"6432, WA",5443,287,32,12,192,12,34,15,135,0,933,7089
"6434, WA",131,7,0,0,0,0,0,0,3,0,24,173
"6436, WA",78,5,0,0,0,0,0,0,0,0,21,109
"6437, WA",368,22,3,0,14,0,0,3,8,0,157,581
"6438, WA",554,41,7,0,18,3,0,4,14,0,184,825
"6440, WA",824,67,7,4,14,6,4,5,17,0,206,1156
"6442, WA",1919,100,22,6,58,7,9,13,47,0,368,2540
"6443, WA",586,57,13,0,14,3,13,6,15,0,150,852
"6445, WA",147,9,4,0,0,0,0,0,0,0,37,198
"6446, WA",104,4,0,0,0,0,0,0,0,0,27,131
"6447, WA",142,9,0,0,0,0,0,0,5,0,32,183
"6448, WA",360,33,0,0,0,0,0,0,9,0,41,452
"6450, WA",10474,750,37,7,118,44,49,59,194,4,1659,13393
"6452, WA",0,0,0,0,0,0,0,0,0,0,4,3
"6460, WA",584,53,0,0,3,0,0,5,6,0,98,753
"6461, WA",443,35,6,0,4,0,0,0,0,0,47,532
"6462, WA",113,8,0,0,0,0,0,0,0,0,11,130
"6463, WA",18,0,0,0,0,0,0,0,0,0,0,16
"6465, WA",29,0,0,0,0,0,0,0,0,0,0,27
"6466, WA",53,3,0,0,0,0,0,0,0,0,8,68
"6467, WA",29,0,0,0,0,0,0,0,0,0,0,26
"6468, WA",194,10,0,0,10,0,0,4,0,0,26,247
"6470, WA",10,0,0,0,0,0,0,0,0,0,0,15
"6472, WA",148,17,0,0,0,0,0,0,0,0,17,177
"6473, WA",34,0,0,0,0,0,0,0,0,0,0,43
"6475, WA",337,27,3,0,3,0,0,0,0,0,32,401
"6476, WA",50,7,0,0,0,0,0,0,0,0,0,51
"6477, WA",221,18,0,0,4,0,0,0,0,0,38,275
"6479, WA",453,32,3,0,0,0,0,5,5,0,47,549
"6480, WA",33,4,0,0,0,0,0,0,3,0,3,48
"6484, WA",62,7,0,0,3,0,0,0,0,0,24,95
"6485, WA",373,38,0,0,3,0,8,3,0,0,71,496
"6487, WA",42,4,0,0,0,0,0,0,0,0,9,52
"6488, WA",150,5,0,0,0,0,0,0,3,0,34,193
"6489, WA",75,11,0,0,6,0,0,0,0,0,23,100
"6490, WA",210,19,0,0,0,0,0,0,3,0,17,251
"6501, WA",694,116,0,0,18,0,4,7,10,0,117,967
"6502, WA",898,141,8,0,11,0,0,8,15,0,102,1182
"6503, WA",1462,213,20,0,121,42,15,10,26,0,261,2181
"6504, WA",114,17,0,0,0,0,0,0,4,0,13,158
"6505, WA",106,3,0,0,0,0,0,0,0,0,3,111
"6506, WA",44,4,0,0,0,0,0,0,0,0,7,59
"6507, WA",409,32,11,0,4,0,3,3,11,0,65,539
"6509, WA",127,10,0,0,14,0,5,0,0,0,49,211
"6510, WA",1555,103,9,0,33,4,6,4,28,0,236,1973
"6511, WA",389,36,0,5,3,12,0,0,0,0,76,528
"6512, WA",73,4,0,0,0,0,0,0,0,0,14,97
"6513, WA",193,3,0,0,0,0,0,0,0,0,26,223
"6514, WA",526,34,0,0,4,0,0,3,3,0,66,648
"6515, WA",253,14,0,0,0,0,0,0,0,0,13,286
"6516, WA",1412,107,0,0,19,0,6,9,15,0,187,1762
"6517, WA",299,23,5,0,0,0,0,0,18,0,55,403
"6518, WA",171,21,0,0,0,0,0,0,5,0,21,212
"6519, WA",467,38,5,0,10,0,10,0,17,0,53,592
"6521, WA",289,26,6,0,0,0,0,0,11,0,23,352
"6522, WA",379,22,0,0,3,0,0,0,5,0,47,459
"6525, WA",2890,304,11,0,22,6,6,7,16,4,301,3569
"6528, WA",313,34,0,0,0,0,0,6,0,0,54,409
"6530, WA",25316,1986,261,67,803,105,319,148,626,9,2825,32450
"6532, WA",5410,433,34,3,72,3,5,24,102,6,633,6724
"6535, WA",1276,96,7,0,10,0,3,6,10,0,187,1600
"6536, WA",1169,150,12,0,12,0,0,7,9,0,202,1560
"6537, WA",666,88,7,0,22,6,3,5,6,0,96,909
"6556, WA",1492,319,15,3,13,0,8,10,18,0,150,2035
"6558, WA",2083,194,44,25,84,27,20,26,44,0,105,2646
"6560, WA",969,162,17,0,54,3,6,4,6,0,121,1349
"6562, WA",959,160,5,0,6,0,3,7,8,0,98,1255
"6564, WA",231,52,0,0,4,0,0,0,0,0,23,317
"6566, WA",2330,452,25,4,21,6,0,22,45,0,377,3273
"6567, WA",256,85,9,0,3,0,0,0,5,0,59,418
"6568, WA",199,10,0,0,3,0,0,0,0,0,15,221
"6569, WA",217,21,0,0,0,0,0,0,0,0,25,270
"6571, WA",66,0,0,0,5,0,0,0,0,0,0,76
"6572, WA",49,3,0,0,0,0,0,0,0,0,5,59
"6574, WA",64,0,0,0,0,0,0,0,0,0,14,86
"6575, WA",116,3,0,0,0,0,0,0,0,0,20,138
