INCP Total Personal Income (weekly),Negative income,Nil income,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,999 ($104,000-$155,999)","$3,000 or more ($156,000 or more)",Not stated,Not applicable,Total
"2341, NSW",11,76,43,118,226,174,111,93,87,59,28,27,23,31,16,185,262,1572
"2342, NSW",10,26,13,15,36,37,23,32,43,30,19,16,6,4,14,45,93,465
"2343, NSW",30,259,133,312,439,442,355,350,350,308,171,140,93,111,62,461,936,4968
"2344, NSW",8,39,25,37,58,44,29,68,54,51,33,36,15,21,15,79,152,756
"2345, NSW",9,43,29,39,61,46,55,52,67,53,35,19,21,14,9,58,130,720
"2346, NSW",25,142,75,244,429,332,233,201,200,153,72,56,41,42,20,329,555,3147
"2347, NSW",18,92,53,139,283,207,135,134,104,85,42,27,15,22,19,236,313,1933
"2350, NSW",101,1656,882,1758,1763,1896,1804,1831,1628,1606,1015,872,625,873,362,1913,4757,25336
"2351, NSW",14,178,132,278,74,39,36,16,5,0,0,0,0,0,5,194,3,976
"2352, NSW",14,134,80,159,244,187,194,213,228,207,102,96,45,57,18,160,581,2715
"2353, NSW",0,59,59,60,110,96,75,72,80,75,37,30,20,27,4,123,194,1124
"2354, NSW",30,146,124,227,304,282,259,247,234,228,119,100,67,83,50,438,633,3574
"2355, NSW",7,39,19,55,54,63,51,46,38,38,15,13,4,7,6,95,96,664
"2356, NSW",0,14,4,12,24,19,12,7,5,10,0,5,0,0,3,15,32,160
"2357, NSW",20,211,133,304,420,388,334,252,238,205,106,99,59,75,33,530,736,4159
"2358, NSW",13,179,121,279,387,356,301,264,286,232,112,107,64,61,28,289,671,3772
"2359, NSW",12,38,25,67,117,62,61,51,32,25,13,8,10,6,4,73,130,736
"2360, NSW",77,699,444,1009,1431,1284,1052,1128,1100,811,394,296,248,208,111,1290,2933,14524
"2361, NSW",14,53,29,90,116,118,57,49,51,38,18,5,0,6,9,94,164,909
"2365, NSW",31,188,128,239,328,299,324,328,232,192,96,86,39,73,40,357,748,3726
"2369, NSW",0,57,26,93,135,78,65,62,47,33,18,9,3,7,13,106,179,923
"2370, NSW",48,285,242,609,804,816,555,550,475,396,193,146,89,106,55,945,1369,7683
"2371, NSW",13,72,30,113,168,140,98,84,57,41,18,10,10,11,3,145,136,1155
"2372, NSW",33,211,184,376,558,485,362,335,290,225,124,88,64,74,30,554,753,4742
"2379, NSW",7,24,7,17,26,26,17,25,14,29,11,3,7,6,11,27,60,316
"2380, NSW",52,491,297,601,793,846,685,633,695,581,401,351,255,436,214,860,2198,10390
"2381, NSW",6,61,38,78,129,111,71,82,79,64,48,28,22,15,23,107,224,1190
"2382, NSW",12,63,43,97,108,114,85,102,78,70,61,41,35,36,12,130,256,1322
"2386, NSW",14,19,9,26,22,19,19,21,21,26,18,10,3,3,8,44,83,356
"2387, NSW",3,17,8,14,11,10,15,13,17,4,12,4,4,9,6,22,38,199
"2388, NSW",24,126,66,175,171,185,166,160,160,148,95,73,52,46,40,360,624,2673
"2390, NSW",48,393,258,497,579,621,599,565,626,559,367,283,212,265,143,915,1822,8755
"2395, NSW",3,64,15,72,110,73,44,34,32,22,6,8,8,12,8,88,73,669
"2396, NSW",11,43,21,61,117,99,73,62,28,39,18,13,8,19,9,80,150,856
"2397, NSW",5,19,5,23,14,28,18,20,10,34,23,19,9,7,9,53,93,380
"2398, NSW",0,8,13,14,9,15,13,7,27,16,10,11,0,3,3,26,45,236
"2399, NSW",5,27,18,22,43,39,37,33,43,34,21,15,15,12,14,91,131,596
"2400, NSW",62,409,233,559,663,570,581,666,700,690,450,339,199,263,201,1342,2153,10083
"2401, NSW",6,10,9,18,30,27,21,15,21,23,12,9,9,3,7,34,70,321
"2402, NSW",7,105,49,142,213,170,109,109,130,102,47,25,25,32,13,182,327,1789
"2403, NSW",5,28,18,68,84,54,52,45,36,27,16,20,5,10,4,66,164,720
"2404, NSW",22,80,51,140,241,225,147,129,119,83,47,21,14,17,12,225,261,1837
"2405, NSW",9,38,10,25,26,32,20,32,41,34,26,23,14,6,17,59,107,512
"2408, NSW",0,28,6,20,7,16,21,24,28,35,11,13,20,8,13,41,86,372
"2409, NSW",4,50,33,162,85,69,53,52,42,34,10,16,10,15,8,120,267,1027
"2410, NSW",11,22,7,26,21,19,18,19,15,12,7,6,3,5,5,31,55,281
"2411, NSW",0,8,5,4,0,8,3,9,6,13,5,0,0,3,0,14,25,121
"2415, NSW",0,25,11,36,40,38,22,21,25,20,17,6,5,13,0,40,75,390
"2420, NSW",7,221,143,272,368,391,313,250,248,228,129,103,77,98,63,429,680,4022
"2421, NSW",8,118,72,111,120,119,132,110,129,114,88,67,62,79,37,90,378,1831
"2422, NSW",44,273,189,404,652,566,465,370,301,275,149,94,63,113,51,465,856,5334
"2423, NSW",21,179,102,252,373,376,226,200,184,122,78,55,34,39,22,305,400,2959
"2424, NSW",0,29,14,43,48,45,31,34,18,16,10,8,7,0,3,42,77,429
"2425, NSW",8,112,64,101,188,182,111,132,105,98,72,47,39,57,26,121,340,1782
"2426, NSW",3,30,34,58,95,63,53,63,47,24,12,11,10,10,0,80,129,719
"2427, NSW",12,192,96,272,547,440,293,191,165,132,83,56,40,52,27,222,296,3113
"2428, NSW",73,1049,765,1911,3122,2892,2105,1779,1478,1154,633,460,328,377,246,2389,3253,24012
"2429, NSW",42,552,343,805,1109,1027,808,753,627,472,272,164,111,126,57,842,1607,9715
"2430, NSW",129,1737,1137,2723,4125,3459,2786,2450,2135,1749,983,718,517,466,298,2677,5930,34017
"2431, NSW",10,244,140,390,753,601,481,378,317,292,162,85,72,80,50,406,679,5133
"2439, NSW",10,151,106,209,330,260,240,203,174,154,99,82,49,37,20,307,498,2941
"2440, NSW",83,956,743,1639,2384,2220,1613,1542,1244,1037,474,342,266,247,129,2917,3987,21816
"2441, NSW",25,252,142,376,456,429,311,296,242,218,144,86,68,63,30,456,745,4349
"2443, NSW",31,447,258,711,1383,1099,823,591,534,394,216,152,102,127,72,944,1002,8892
"2444, NSW",115,2193,1463,2740,4696,4408,3718,3400,3227,2805,1750,1390,1027,1200,679,3795,7696,46289
"2445, NSW",24,358,250,452,677,633,495,434,433,399,252,206,150,170,63,358,1115,6464
"2446, NSW",45,680,420,902,1341,1196,1053,980,855,786,400,310,217,240,142,1142,2612,13330
"2447, NSW",26,375,229,537,781,783,564,546,462,409,213,141,91,84,44,626,1280,7180
"2448, NSW",30,383,300,734,1245,1137,731,601,505,410,224,182,135,138,77,868,1309,9002
"2449, NSW",15,104,67,215,332,232,155,155,130,68,43,28,22,26,16,172,419,2188
"2450, NSW",189,2154,1483,2827,3831,3741,3315,3264,3137,2643,1630,1235,858,1010,592,3983,8007,43896
"2452, NSW",48,697,523,1068,1560,1336,1213,1271,1125,888,588,383,269,266,91,964,2829,15119
"2453, NSW",27,185,95,241,272,304,266,187,157,131,88,60,33,37,19,249,416,2771
"2454, NSW",32,426,281,539,649,733,609,551,464,436,249,187,156,159,74,526,1510,7571
"2455, NSW",3,120,92,202,386,367,264,210,222,169,86,79,59,67,21,264,393,3001
"2456, NSW",75,836,426,994,1452,1315,1170,1084,1114,822,511,374,286,312,118,1154,2708,14749
"2460, NSW",116,1481,980,2266,3204,2956,2229,2096,1831,1465,810,645,463,476,201,2756,5239,29212
"2462, NSW",13,127,80,237,323,259,214,192,144,106,54,39,23,30,21,204,370,2443
"2463, NSW",36,370,255,630,1075,805,631,546,466,351,197,159,90,112,55,599,1161,7541
"2464, NSW",12,286,209,461,869,849,588,533,424,348,189,168,118,133,97,582,863,6740
"2465, NSW",0,14,15,29,50,25,20,12,14,15,9,10,3,3,0,25,39,292
"2466, NSW",6,74,52,183,300,265,159,123,75,59,20,20,18,14,14,158,189,1725
"2469, NSW",31,196,128,428,564,503,264,271,201,180,82,67,25,38,18,473,543,4009
"2470, NSW",60,746,400,1116,1744,1445,1176,1210,1125,838,384,249,163,150,91,1251,3067,15225
"2471, NSW",33,145,81,164,256,249,170,187,165,136,65,50,27,28,13,241,509,2522
"2472, NSW",13,86,76,134,187,164,139,132,147,100,60,43,32,19,10,190,342,1855
"2473, NSW",14,131,89,195,384,378,288,240,174,170,105,71,60,53,20,272,450,3092
"2474, NSW",35,346,245,508,762,707,508,430,382,312,136,118,69,76,62,601,1037,6332
"2475, NSW",4,20,7,47,48,42,22,21,9,9,9,3,6,0,3,74,68,386
"2476, NSW",11,34,31,66,90,102,55,56,56,27,15,9,8,19,6,65,125,780
"2477, NSW",43,614,435,702,1054,1074,995,950,879,800,467,381,272,266,164,867,2226,12207
"2478, NSW",72,1249,900,1572,2573,2610,2377,2212,2001,1771,1036,889,665,794,507,2574,4512,28316
"2479, NSW",19,220,180,235,344,342,354,340,330,314,200,135,115,164,144,405,874,4735
"2480, NSW",162,2121,1611,3216,3857,4244,3545,3390,3321,2705,1490,1143,746,872,407,3778,7996,44596
"2481, NSW",34,480,331,579,819,952,968,848,853,751,399,368,244,327,321,1759,1730,11770
"2482, NSW",14,298,198,416,553,642,522,431,407,310,171,125,66,95,65,828,1149,6276
"2483, NSW",32,521,341,660,914,1045,925,836,742,633,397,238,173,216,104,1031,1805,10604
"2484, NSW",63,1037,638,1298,1924,1786,1453,1324,1309,1114,547,388,286,256,170,1866,3416,18874
"2485, NSW",45,593,364,1008,1640,1752,1328,1065,990,885,465,335,208,226,141,1617,1703,14375
"2486, NSW",98,1564,1149,1968,3508,3263,2726,2337,2194,1916,1165,844,570,597,285,2411,5015,31594
"2487, NSW",47,700,446,737,1096,1045,1043,824,815,856,523,527,325,463,318,1219,2459,13430
"2488, NSW",12,176,125,192,229,282,239,214,230,230,131,109,77,87,33,224,663,3262
"2489, NSW",23,381,233,446,672,653,581,476,441,446,277,234,164,165,57,456,1650,7353
"2490, NSW",0,36,26,50,48,59,58,39,51,37,26,29,11,18,8,50,118,667
"2500, NSW",165,3813,1492,3209,3254,3115,2658,2341,2350,2572,1854,1593,1145,1661,841,3166,5287,40512
"2502, NSW",82,835,415,1060,1549,1316,784,781,688,612,367,244,183,151,48,916,2404,12433
"2505, NSW",24,296,164,410,575,549,304,309,295,312,171,140,106,104,49,382,830,5008
"2506, NSW",37,497,260,628,845,698,507,495,472,491,210,184,128,155,52,504,1447,7608
"2508, NSW",32,595,328,349,425,439,479,491,546,607,504,459,384,562,266,546,1944,8975
"2515, NSW",23,693,434,511,646,597,609,559,639,734,555,569,448,749,545,528,2270,11110
"2516, NSW",11,380,251,324,334,391,288,302,322,382,299,288,235,387,221,302,1387,6108
"2517, NSW",53,803,499,686,1126,1033,795,738,775,911,649,596,446,752,303,816,2753,13732
"2518, NSW",39,1200,660,1260,1818,1762,1313,1201,1201,1260,809,719,517,685,259,1048,3315,19066
"2519, NSW",53,1251,656,1170,1477,1360,1147,995,940,999,725,678,534,735,370,927,2903,16931
"2522, NSW",3,89,39,83,16,14,30,4,4,5,0,0,0,0,0,6,0,300
"2525, NSW",40,777,500,719,813,764,768,679,708,725,522,502,388,557,257,547,2287,11564
"2526, NSW",48,1042,671,982,1162,1352,950,934,995,961,701,611,506,697,298,801,2931,15629
"2527, NSW",65,1460,809,1184,1706,1545,1437,1396,1466,1507,932,787,581,674,161,1215,4454,21381
"2528, NSW",91,1434,694,1734,2819,2364,1781,1639,1438,1250,809,638,406,483,196,1893,4113,23773
"2529, NSW",66,1849,960,1390,2127,1722,1676,1639,1698,1736,1154,1007,794,1187,406,1230,5378,26021
"2530, NSW",103,2129,1152,1914,2907,2619,2262,2035,2147,2082,1434,1134,818,970,286,1557,6468,32017
"2533, NSW",38,938,586,852,1114,1125,1182,991,1008,1092,763,686,533,794,386,950,2587,15623
"2534, NSW",12,275,221,301,376,413,390,323,367,357,279,262,168,270,148,535,1005,5711
"2535, NSW",20,338,229,422,719,703,657,502,448,516,305,261,202,231,177,593,1006,7332
"2536, NSW",69,779,603,1228,1970,1824,1525,1368,1273,999,567,341,252,276,153,1790,2690,17720
"2537, NSW",36,526,433,893,1344,1195,1020,935,849,721,412,291,198,222,124,982,1641,11811
"2538, NSW",6,109,84,150,208,207,202,161,123,115,82,74,50,45,37,360,383,2397
"2539, NSW",61,843,652,1354,2280,2000,1605,1361,1133,983,535,389,235,300,158,1369,2713,17978
"2541, NSW",123,1208,818,1869,2654,2450,1893,1787,1621,1395,828,646,452,453,199,2428,4815,25642
"2545, NSW",0,59,27,82,136,122,89,82,77,56,35,26,10,11,13,75,140,1042
"2546, NSW",41,363,285,676,1196,1006,905,685,561,485,262,181,109,130,91,999,1158,9118
"2548, NSW",17,300,256,514,798,841,724,641,604,494,299,229,151,155,88,660,968,7736
"2549, NSW",8,174,142,249,351,337,334,291,255,249,148,93,59,67,41,335,661,3788
"2550, NSW",61,798,624,1116,1520,1419,1174,1141,1149,1002,594,410,295,309,142,1303,2805,15857
"2551, NSW",10,176,114,299,377,382,262,260,235,200,93,58,51,48,20,386,537,3502
"2555, NSW",0,20,8,17,13,14,24,19,15,14,7,8,5,0,0,6,53,229
"2556, NSW",21,245,83,144,168,176,154,142,194,185,125,89,64,68,38,162,463,2509
"2557, NSW",46,727,222,347,454,388,484,518,647,673,534,463,288,362,120,630,2062,8948
"2558, NSW",37,840,438,665,702,638,614,821,1016,988,611,418,277,271,67,435,2272,11115
"2559, NSW",16,237,66,261,224,186,156,154,131,69,40,21,14,22,13,482,978,3070
"2560, NSW",295,5948,2441,4386,5606,5009,4558,5187,5855,5641,3670,2716,1646,1939,612,4759,16246,76525
"2563, NSW",0,30,13,15,19,21,15,12,26,20,15,13,10,5,3,23,65,305
"2564, NSW",56,1293,459,923,1075,947,871,914,1023,865,526,354,196,199,65,1014,3166,13925
"2565, NSW",52,1835,770,1001,1190,1133,1142,1324,1519,1497,1010,823,489,575,225,1283,4118,19985
"2566, NSW",131,2397,892,1482,1714,1596,1523,1818,2166,2082,1260,960,544,590,173,1274,5709,26323
"2567, NSW",106,2765,1334,1591,1848,1760,1922,2223,2691,2994,2255,1901,1448,1915,600,1522,9630,38501
"2568, NSW",4,53,32,65,106,116,83,61,61,76,55,33,45,52,35,117,147,1146
"2569, NSW",8,88,47,80,77,73,88,77,106,87,61,54,45,82,24,91,269,1360
"2570, NSW",93,2504,1146,1670,2074,2003,2108,2295,2657,3197,2313,2013,1501,2015,868,2529,9127,40102
"2571, NSW",42,784,362,500,601,597,613,666,798,890,632,575,448,660,278,640,2748,11851
"2572, NSW",9,296,163,215,351,267,252,267,291,305,186,171,137,177,68,432,892,4476
"2573, NSW",12,338,160,278,385,337,297,375,348,357,218,178,127,138,43,375,1094,5068
"2574, NSW",16,376,191,290,456,392,361,370,413,388,277,230,155,203,55,348,1218,5740
"2575, NSW",77,1006,513,799,1092,1138,1096,1080,1118,1035,642,520,406,506,281,1213,2954,15477
"2576, NSW",51,811,489,651,1068,1036,949,871,837,867,563,514,392,602,622,974,2116,13433
"2577, NSW",58,879,567,785,1175,1115,1103,1035,1113,1026,619,578,399,542,328,1302,2794,15416
"2578, NSW",4,149,107,159,248,256,233,179,202,173,108,88,68,89,41,225,371,2688
"2579, NSW",25,213,150,254,364,340,280,279,247,246,138,126,106,134,91,272,756,4024
"2580, NSW",102,1557,898,1621,2184,2287,2039,2018,2005,1980,1219,1059,750,887,309,3061,5248,29221
"2581, NSW",15,99,60,101,110,135,145,118,129,151,108,114,71,105,56,134,432,2093
"2582, NSW",44,603,408,514,664,638,712,700,774,857,657,664,456,811,384,950,2615,12439
"2583, NSW",22,225,128,287,432,370,320,329,322,271,146,121,77,103,58,468,707,4384
"2584, NSW",0,31,17,37,39,42,40,45,46,44,16,15,14,18,4,26,109,543
"2585, NSW",0,8,14,19,26,16,20,7,18,12,8,11,0,3,0,24,48,226
"2586, NSW",21,178,87,166,240,240,173,191,192,160,88,82,53,65,39,230,413,2620
"2587, NSW",12,145,68,189,351,278,212,213,216,148,96,87,33,51,36,273,510,2917
"2588, NSW",4,12,6,13,22,24,12,30,19,23,7,4,13,11,13,17,40,259
"2590, NSW",26,323,196,445,830,737,571,531,506,404,227,151,111,145,75,611,1206,7091
"2594, NSW",59,546,414,722,1071,1078,959,898,825,646,329,249,196,207,124,885,2474,11669
"2619, NSW",16,576,366,298,251,270,303,335,493,623,602,606,483,1096,597,306,2281,9508
"2621, NSW",14,331,175,220,188,222,225,283,359,434,384,351,255,581,253,436,1353,6056
"2622, NSW",20,215,105,221,323,328,249,246,231,252,151,137,98,141,69,485,642,3921
"2623, NSW",4,34,18,26,32,37,31,25,54,53,34,32,16,24,9,51,133,613
"2625, NSW",0,8,3,0,9,16,26,33,29,43,23,25,6,12,3,97,45,390
"2626, NSW",0,24,17,32,36,19,22,26,37,25,31,28,12,34,3,54,93,505
"2627, NSW",11,159,127,147,233,223,371,418,414,410,253,201,140,163,87,401,832,4621
"2628, NSW",7,86,67,122,143,157,147,136,150,134,83,55,38,58,19,132,365,1910
"2629, NSW",4,21,17,39,56,56,45,39,35,31,16,13,11,8,13,66,58,530
"2630, NSW",29,394,273,500,700,716,642,668,662,535,345,259,202,231,130,995,1407,8689
"2631, NSW",8,38,19,33,64,52,40,31,44,35,26,7,10,17,18,43,94,570
"2632, NSW",8,87,56,116,154,159,141,123,136,124,90,66,44,26,11,151,334,1833
"2633, NSW",0,20,16,38,36,37,30,21,29,16,7,13,6,11,7,45,45,380
"2640, NSW",103,1786,1218,1988,2406,2587,2456,2494,2807,2615,1818,1478,947,1194,613,2900,6943,36343
"2641, NSW",52,736,508,1060,1414,1400,1238,1158,1174,964,541,344,212,183,82,1297,2716,15073
"2642, NSW",22,228,158,266,317,298,350,317,368,322,222,179,81,119,64,385,1088,4791
"2643, NSW",9,110,82,175,292,284,192,178,209,185,110,62,37,47,22,282,501,2771
"2644, NSW",15,107,74,140,227,183,171,166,175,149,86,76,50,53,41,240,452,2400
"2645, NSW",3,10,18,21,40,34,38,26,28,26,11,11,0,7,6,73,69,400
"2646, NSW",28,352,193,402,610,608,547,452,499,442,288,199,116,127,63,676,1161,6755
"2647, NSW",3,84,63,135,252,186,185,149,157,162,80,55,36,33,11,226,339,2163
"2648, NSW",9,99,81,166,264,249,184,149,166,128,72,45,46,34,26,316,334,2375
"2649, NSW",0,0,3,0,5,5,0,0,0,0,0,0,0,0,0,6,4,31
"2650, NSW",170,2915,1855,3084,3687,3877,3959,4008,4502,4247,2809,2154,1606,1838,860,3723,11675,56973
"2651, NSW",0,112,60,77,130,92,139,222,267,198,142,80,55,34,10,129,522,2274
"2652, NSW",29,227,137,246,327,343,337,310,329,309,202,148,109,91,85,415,932,4584
"2653, NSW",13,118,77,150,209,208,170,185,150,162,111,69,54,54,18,376,414,2532
"2655, NSW",3,73,32,78,115,86,102,77,112,76,52,32,23,35,12,149,268,1336
"2656, NSW",4,43,41,77,123,132,88,86,84,97,34,33,29,29,19,119,245,1271
"2658, NSW",3,78,37,89,160,132,116,79,105,71,47,28,28,24,9,101,317,1435
"2659, NSW",8,69,39,52,66,75,54,59,55,52,29,23,9,14,16,67,194,889
"2660, NSW",7,96,49,92,131,140,131,102,98,101,54,32,40,26,22,139,353,1616
"2661, NSW",0,7,3,4,12,5,50,168,49,36,45,35,27,20,0,110,61,629
"2663, NSW",17,208,93,262,398,362,292,339,309,260,163,108,65,95,46,1267,892,5183
"2665, NSW",19,105,61,151,197,179,152,132,141,133,57,59,44,51,27,260,456,2226
"2666, NSW",14,287,152,332,596,555,464,435,404,330,166,154,117,98,68,432,1073,5671
"2668, NSW",3,23,11,37,68,35,31,32,29,13,3,12,4,5,8,43,108,457
"2669, NSW",11,85,40,94,143,133,101,102,116,114,67,53,32,32,23,170,349,1653
"2671, NSW",21,204,105,220,315,318,318,229,236,226,163,131,78,123,69,531,828,4111
"2672, NSW",7,100,41,101,148,126,131,90,91,65,49,33,25,27,10,195,353,1576
"2675, NSW",9,65,44,53,122,120,115,107,128,100,83,36,25,39,32,183,296,1564
"2678, NSW",6,64,56,124,27,21,22,8,0,3,0,3,0,0,4,0,8,334
"2680, NSW",113,1271,731,1198,1507,1472,1557,1895,2038,1583,968,689,460,571,298,2616,4989,23942
"2681, NSW",4,84,53,81,124,147,92,132,151,122,62,67,34,23,17,158,377,1732
"2700, NSW",24,202,114,286,440,441,398,376,317,290,165,132,74,70,40,602,948,4925
"2701, NSW",7,124,84,123,169,144,141,151,176,174,81,94,48,58,34,264,530,2388
"2702, NSW",8,53,23,46,79,54,44,50,49,51,21,13,10,6,12,72,167,781
"2703, NSW",10,162,76,41,67,53,36,59,50,40,27,13,4,16,0,75,252,981
"2705, NSW",32,573,287,573,806,704,654,782,816,708,399,278,213,203,86,987,2039,10156
"2706, NSW",0,51,27,60,108,85,83,84,104,91,43,35,12,10,7,123,243,1155
"2707, NSW",9,81,36,60,81,72,93,94,94,110,58,46,29,30,31,127,298,1344
"2710, NSW",55,480,314,649,900,843,727,736,754,665,367,281,169,227,105,1064,1786,10124
"2711, NSW",15,183,98,191,262,262,225,222,232,237,136,96,55,82,48,445,587,3361
"2712, NSW",12,65,66,92,132,127,101,84,85,92,50,28,25,20,9,174,208,1358
"2713, NSW",24,134,79,193,254,233,237,212,182,168,94,62,28,51,30,305,500,2797
"2714, NSW",11,117,87,210,336,297,245,161,157,149,71,69,36,50,32,263,457,2767
"2715, NSW",11,97,35,88,118,111,109,116,118,90,56,29,19,25,10,150,290,1478
"2716, NSW",3,55,24,59,93,98,85,86,82,82,43,30,23,15,9,135,190,1102
"2717, NSW",9,71,42,144,143,95,90,68,69,62,29,26,17,11,14,212,243,1333
"2720, NSW",32,448,228,467,703,603,552,505,487,508,320,283,165,245,83,863,1526,8010
"2721, NSW",0,8,11,24,27,17,12,13,10,18,17,0,0,8,0,30,45,239
"2722, NSW",27,153,110,204,283,258,272,211,239,193,96,75,60,66,43,297,627,3207
"2725, NSW",10,21,4,25,49,46,11,19,25,16,13,12,4,3,13,29,68,373
"2726, NSW",4,6,3,10,18,20,27,17,25,15,5,4,0,6,11,19,37,219
"2727, NSW",4,20,8,16,24,25,19,22,26,21,22,7,3,5,11,31,87,352
"2729, NSW",6,107,58,99,139,138,123,88,90,127,65,74,41,42,23,119,363,1696
"2730, NSW",0,79,30,98,142,160,121,113,106,90,37,39,25,14,9,123,201,1385
"2731, NSW",30,293,205,345,626,565,511,444,473,438,260,177,142,142,89,544,1122,6407
"2732, NSW",10,82,49,141,182,183,175,119,118,104,49,38,30,32,26,191,253,1776
"2733, NSW",5,18,13,30,71,39,53,39,41,35,19,8,7,3,5,59,104,541
"2734, NSW",4,25,21,32,30,14,35,35,39,33,19,14,7,11,10,55,83,456
"2735, NSW",3,42,18,46,42,38,30,28,33,15,8,6,0,5,0,57,77,446
"2736, NSW",4,22,14,22,28,36,37,24,20,18,12,8,5,8,4,61,56,375
"2737, NSW",7,48,20,24,46,42,58,61,67,54,31,15,4,20,5,127,211,839
"2738, NSW",11,71,47,79,96,88,111,115,128,107,78,63,65,55,34,117,396,1661
"2739, NSW",16,73,44,87,119,89,83,86,86,92,52,45,35,31,28,148,296,1397
"2745, NSW",81,2081,987,1153,1303,1288,1434,1661,1999,2384,1802,1619,1247,1517,599,1357,6995,29503
"2747, NSW",132,2896,1177,2141,2618,2466,2455,2782,3467,3605,2352,1790,1165,1244,319,2448,9363,42421
"2748, NSW",5,161,63,99,127,112,116,123,146,128,111,78,58,79,58,122,287,1879
"2749, NSW",63,1138,537,763,943,896,822,1001,1231,1473,986,786,533,676,224,981,3873,16933
"2750, NSW",135,2807,1350,2214,3123,3304,2696,2738,3294,3585,2443,1963,1326,1641,581,3015,8587,44806
"2752, NSW",12,315,140,210,303,234,278,343,385,416,293,228,156,182,69,272,1075,4924
"2753, NSW",94,1118,582,897,1120,1179,1141,1130,1229,1265,869,704,458,607,237,1328,3171,17134
"2754, NSW",20,388,187,310,426,382,377,413,434,415,295,235,159,211,81,300,1071,5695
"2755, NSW",0,3,5,0,0,0,6,9,26,30,26,19,12,14,3,81,27,260
